CIP2010 Code,CIP2010Title,SOC2010Code,SOC2010Title
43.0114,Law Enforcement Investigation and Interviewing.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0114,Law Enforcement Investigation and Interviewing.,33-3021,Detectives and Criminal Investigators
43.0114,Law Enforcement Investigation and Interviewing.,33-3051,Police and Sheriff's Patrol Officers
43.0115,Law Enforcement Record-Keeping and Evidence Management.,11-9199,"Managers, All Other"
43.0115,Law Enforcement Record-Keeping and Evidence Management.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0115,Law Enforcement Record-Keeping and Evidence Management.,33-1012,First-Line Supervisors of Police and Detectives
43.0115,Law Enforcement Record-Keeping and Evidence Management.,33-3021,Detectives and Criminal Investigators
43.0115,Law Enforcement Record-Keeping and Evidence Management.,33-3051,Police and Sheriff's Patrol Officers
43.0115,Law Enforcement Record-Keeping and Evidence Management.,33-9021,Private Detectives and Investigators
43.0116,Cyber/Computer Forensics and Counterterrorism.,15-1122,Information Security Analysts
43.0116,Cyber/Computer Forensics and Counterterrorism.,15-1199,"Computer Occupations, All Other"
43.0116,Cyber/Computer Forensics and Counterterrorism.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0116,Cyber/Computer Forensics and Counterterrorism.,33-3021,Detectives and Criminal Investigators
43.0116,Cyber/Computer Forensics and Counterterrorism.,33-9021,Private Detectives and Investigators
43.0117,Financial Forensics and Fraud Investigation.,13-2011,Accountants and Auditors
43.0117,Financial Forensics and Fraud Investigation.,13-2061,Financial Examiners
43.0117,Financial Forensics and Fraud Investigation.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0117,Financial Forensics and Fraud Investigation.,33-3021,Detectives and Criminal Investigators
43.0117,Financial Forensics and Fraud Investigation.,33-9021,Private Detectives and Investigators
43.0118,Law Enforcement Intelligence Analysis.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0118,Law Enforcement Intelligence Analysis.,33-3021,Detectives and Criminal Investigators
43.0119,Critical Incident Response/Special Police Operations.,11-9161,Emergency Management Directors
43.0119,Critical Incident Response/Special Police Operations.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0119,Critical Incident Response/Special Police Operations.,33-1012,First-Line Supervisors of Police and Detectives
43.0119,Critical Incident Response/Special Police Operations.,33-3051,Police and Sheriff's Patrol Officers
43.0120,Protective Services Operations.,11-9161,Emergency Management Directors
43.0120,Protective Services Operations.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0120,Protective Services Operations.,33-1012,First-Line Supervisors of Police and Detectives
43.0120,Protective Services Operations.,33-3051,Police and Sheriff's Patrol Officers
43.0120,Protective Services Operations.,33-9021,Private Detectives and Investigators
43.0121,Suspension and Debarment Investigation.,13-2061,Financial Examiners
43.0121,Suspension and Debarment Investigation.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0121,Suspension and Debarment Investigation.,33-3021,Detectives and Criminal Investigators
43.0122,Maritime Law Enforcement.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0122,Maritime Law Enforcement.,33-1012,First-Line Supervisors of Police and Detectives
43.0122,Maritime Law Enforcement.,33-3021,Detectives and Criminal Investigators
43.0122,Maritime Law Enforcement.,33-3051,Police and Sheriff's Patrol Officers
43.0122,Maritime Law Enforcement.,33-9021,Private Detectives and Investigators
43.0123,Cultural/Archaelogical Resources Protection.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0123,Cultural/Archaelogical Resources Protection.,33-1012,First-Line Supervisors of Police and Detectives
43.0123,Cultural/Archaelogical Resources Protection.,33-3021,Detectives and Criminal Investigators
43.0123,Cultural/Archaelogical Resources Protection.,33-9021,Private Detectives and Investigators
43.0199,"Corrections and Criminal Justice, Other.",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0199,"Corrections and Criminal Justice, Other.",33-3012,Correctional Officers and Jailers
43.0201,Fire Prevention and Safety Technology/Technician.,33-2011,Firefighters
43.0201,Fire Prevention and Safety Technology/Technician.,33-2021,Fire Inspectors and Investigators
43.0202,Fire Services Administration.,11-9199,"Managers, All Other"
43.0202,Fire Services Administration.,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers
43.0203,Fire Science/Fire-fighting.,33-2011,Firefighters
43.0203,Fire Science/Fire-fighting.,33-2021,Fire Inspectors and Investigators
43.0203,Fire Science/Fire-fighting.,33-2022,Forest Fire Inspectors and Prevention Specialists
43.0204,Fire Systems Technology.,NO MATCH,NO MATCH
43.0205,Fire/Arson Investigation and Prevention.,33-2021,Fire Inspectors and Investigators
43.0206,Wildland/Forest Firefighting and Investigation.,33-2011,Firefighters
43.0206,Wildland/Forest Firefighting and Investigation.,33-2022,Forest Fire Inspectors and Prevention Specialists
43.0299,"Fire Protection, Other.",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers
43.0299,"Fire Protection, Other.",33-2011,Firefighters
43.0301,Homeland Security.,11-9161,Emergency Management Directors
43.0301,Homeland Security.,11-9199,"Managers, All Other"
43.0301,Homeland Security.,33-1012,First-Line Supervisors of Police and Detectives
43.0302,Crisis/Emergency/Disaster Management.,11-9161,Emergency Management Directors
43.0302,Crisis/Emergency/Disaster Management.,11-9199,"Managers, All Other"
43.0302,Crisis/Emergency/Disaster Management.,33-1012,First-Line Supervisors of Police and Detectives
43.0303,Critical Infrastructure Protection.,11-9161,Emergency Management Directors
43.0303,Critical Infrastructure Protection.,11-9199,"Managers, All Other"
43.0303,Critical Infrastructure Protection.,33-1012,First-Line Supervisors of Police and Detectives
43.0304,Terrorism and Counterterrorism Operations.,11-9161,Emergency Management Directors
43.0304,Terrorism and Counterterrorism Operations.,11-9199,"Managers, All Other"
43.0304,Terrorism and Counterterrorism Operations.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0304,Terrorism and Counterterrorism Operations.,25-1199,"Postsecondary Teachers, All Other"
43.0304,Terrorism and Counterterrorism Operations.,33-1012,First-Line Supervisors of Police and Detectives
43.0304,Terrorism and Counterterrorism Operations.,55-1017,Special Forces Officers
43.0304,Terrorism and Counterterrorism Operations.,55-3018,Special Forces
43.0399,"Homeland Security, Other.",33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",NO MATCH,NO MATCH
44.0000,"Human Services, General.",11-9151,Social and Community Service Managers
44.0000,"Human Services, General.",21-1093,Social and Human Service Assistants
44.0000,"Human Services, General.",21-1099,"Community and Social Service Specialists, All Other"
44.0201,Community Organization and Advocacy.,11-9151,Social and Community Service Managers
44.0201,Community Organization and Advocacy.,21-1099,"Community and Social Service Specialists, All Other"
44.0201,Community Organization and Advocacy.,43-4061,"Eligibility Interviewers, Government Programs"
44.0401,Public Administration.,11-1011,Chief Executives
44.0401,Public Administration.,11-1021,General and Operations Managers
44.0401,Public Administration.,11-1031,Legislators
44.0401,Public Administration.,11-3071,"Transportation, Storage, and Distribution Managers"
44.0401,Public Administration.,11-9131,Postmasters and Mail Superintendents
44.0401,Public Administration.,11-9151,Social and Community Service Managers
44.0401,Public Administration.,11-9199,"Managers, All Other"
44.0501,"Public Policy Analysis, General.",11-1031,Legislators
44.0501,"Public Policy Analysis, General.",19-3094,Political Scientists
44.0501,"Public Policy Analysis, General.",25-1065,"Political Science Teachers, Postsecondary"
44.0502,Education Policy Analysis.,19-3099,"Social Scientists and Related Workers, All Other"
44.0502,Education Policy Analysis.,25-1065,"Political Science Teachers, Postsecondary"
44.0502,Education Policy Analysis.,25-1081,"Education Teachers, Postsecondary"
44.0503,Health Policy Analysis.,11-9111,Medical and Health Services Managers
44.0503,Health Policy Analysis.,19-3099,"Social Scientists and Related Workers, All Other"
44.0503,Health Policy Analysis.,25-1071,"Health Specialties Teachers, Postsecondary"
44.0504,International Policy Analysis.,19-3094,Political Scientists
44.0504,International Policy Analysis.,25-1065,"Political Science Teachers, Postsecondary"
44.0599,"Public Policy Analysis, Other.",NO MATCH,NO MATCH
44.0701,Social Work.,11-9151,Social and Community Service Managers
44.0701,Social Work.,21-1013,Marriage and Family Therapists
44.0701,Social Work.,21-1019,"Counselors, All Other"
44.0701,Social Work.,21-1021,"Child, Family, and School Social Workers"
44.0701,Social Work.,21-1022,Healthcare Social Workers
44.0701,Social Work.,21-1023,Mental Health and Substance Abuse Social Workers
44.0701,Social Work.,21-1029,"Social Workers, All Other"
44.0701,Social Work.,21-1092,Probation Officers and Correctional Treatment Specialists
44.0701,Social Work.,25-1113,"Social Work Teachers, Postsecondary"
44.0702,Youth Services/Administration.,11-9151,Social and Community Service Managers
44.0702,Youth Services/Administration.,21-1021,"Child, Family, and School Social Workers"
44.0799,"Social Work, Other.",11-9151,Social and Community Service Managers
44.0799,"Social Work, Other.",21-1021,"Child, Family, and School Social Workers"
44.0799,"Social Work, Other.",21-1022,Healthcare Social Workers
44.0799,"Social Work, Other.",21-1023,Mental Health and Substance Abuse Social Workers
44.0799,"Social Work, Other.",21-1029,"Social Workers, All Other"
44.0799,"Social Work, Other.",25-1113,"Social Work Teachers, Postsecondary"
44.9999,"Public Administration and Social Service Professions, Other.",NO MATCH,NO MATCH
45.0101,"Social Sciences, General.",11-9199,"Managers, All Other"
45.0101,"Social Sciences, General.",19-3099,"Social Scientists and Related Workers, All Other"
45.0101,"Social Sciences, General.",19-4061,Social Science Research Assistants
45.0101,"Social Sciences, General.",25-1069,"Social Sciences Teachers, Postsecondary, All Other"
45.0101,"Social Sciences, General.",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
45.0102,Research Methodology and Quantitative Methods.,11-9199,"Managers, All Other"
45.0102,Research Methodology and Quantitative Methods.,15-2041,Statisticians
45.0102,Research Methodology and Quantitative Methods.,19-3022,Survey Researchers
45.0102,Research Methodology and Quantitative Methods.,19-3041,Sociologists
45.0102,Research Methodology and Quantitative Methods.,19-3099,"Social Scientists and Related Workers, All Other"
45.0102,Research Methodology and Quantitative Methods.,25-1069,"Social Sciences Teachers, Postsecondary, All Other"
45.0201,Anthropology.,11-9199,"Managers, All Other"
45.0201,Anthropology.,19-3091,Anthropologists and Archeologists
45.0201,Anthropology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0202,Physical and Biological Anthropology.,11-9199,"Managers, All Other"
45.0202,Physical and Biological Anthropology.,19-3091,Anthropologists and Archeologists
45.0202,Physical and Biological Anthropology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0203,Medical Anthropology.,11-9199,"Managers, All Other"
45.0203,Medical Anthropology.,19-3091,Anthropologists and Archeologists
45.0203,Medical Anthropology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0204,Cultural Anthropology.,11-9199,"Managers, All Other"
45.0204,Cultural Anthropology.,19-3091,Anthropologists and Archeologists
45.0204,Cultural Anthropology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0299,"Anthropology, Other.",11-9199,"Managers, All Other"
45.0299,"Anthropology, Other.",19-3091,Anthropologists and Archeologists
45.0299,"Anthropology, Other.",25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0301,Archeology.,11-9199,"Managers, All Other"
45.0301,Archeology.,19-3091,Anthropologists and Archeologists
45.0301,Archeology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0401,Criminology.,11-9199,"Managers, All Other"
45.0401,Criminology.,19-3041,Sociologists
45.0501,Demography and Population Studies.,11-9199,"Managers, All Other"
45.0501,Demography and Population Studies.,19-3041,Sociologists
45.0501,Demography and Population Studies.,19-3099,"Social Scientists and Related Workers, All Other"
45.0601,"Economics, General.",11-9199,"Managers, All Other"
45.0601,"Economics, General.",19-3011,Economists
45.0601,"Economics, General.",19-3022,Survey Researchers
45.0601,"Economics, General.",25-1063,"Economics Teachers, Postsecondary"
45.0602,Applied Economics.,11-9199,"Managers, All Other"
45.0602,Applied Economics.,13-1161,Market Research Analysts and Marketing Specialists
45.0602,Applied Economics.,19-3011,Economists
45.0602,Applied Economics.,19-3022,Survey Researchers
45.0602,Applied Economics.,25-1063,"Economics Teachers, Postsecondary"
45.0603,Econometrics and Quantitative Economics.,11-9199,"Managers, All Other"
45.0603,Econometrics and Quantitative Economics.,19-3011,Economists
45.0603,Econometrics and Quantitative Economics.,25-1063,"Economics Teachers, Postsecondary"
45.0604,Development Economics and International Development.,11-9199,"Managers, All Other"
45.0604,Development Economics and International Development.,19-3011,Economists
45.0604,Development Economics and International Development.,25-1063,"Economics Teachers, Postsecondary"
45.0605,International Economics.,11-9199,"Managers, All Other"
45.0605,International Economics.,19-3011,Economists
45.0605,International Economics.,25-1063,"Economics Teachers, Postsecondary"
45.0699,"Economics, Other.",11-9199,"Managers, All Other"
45.0699,"Economics, Other.",19-3011,Economists
45.0699,"Economics, Other.",25-1063,"Economics Teachers, Postsecondary"
45.0701,Geography.,11-9199,"Managers, All Other"
45.0701,Geography.,19-3092,Geographers
45.0701,Geography.,25-1064,"Geography Teachers, Postsecondary"
45.0702,Geographic Information Science and Cartography.,11-9199,"Managers, All Other"
45.0702,Geographic Information Science and Cartography.,17-1021,Cartographers and Photogrammetrists
45.0702,Geographic Information Science and Cartography.,25-1064,"Geography Teachers, Postsecondary"
45.0799,"Geography, Other.",11-9199,"Managers, All Other"
45.0799,"Geography, Other.",19-3092,Geographers
45.0799,"Geography, Other.",25-1064,"Geography Teachers, Postsecondary"
45.0901,International Relations and Affairs.,11-9199,"Managers, All Other"
45.0901,International Relations and Affairs.,19-3094,Political Scientists
45.0901,International Relations and Affairs.,25-1065,"Political Science Teachers, Postsecondary"
45.0902,National Security Policy Studies.,11-9199,"Managers, All Other"
45.0902,National Security Policy Studies.,19-3094,Political Scientists
45.0902,National Security Policy Studies.,25-1065,"Political Science Teachers, Postsecondary"
45.0999,"International Relations and National Security Studies, Other.",11-9199,"Managers, All Other"
45.0999,"International Relations and National Security Studies, Other.",19-3094,Political Scientists
45.0999,"International Relations and National Security Studies, Other.",25-1065,"Political Science Teachers, Postsecondary"
45.1001,"Political Science and Government, General.",11-9199,"Managers, All Other"
45.1001,"Political Science and Government, General.",19-3094,Political Scientists
45.1001,"Political Science and Government, General.",25-1065,"Political Science Teachers, Postsecondary"
45.1002,American Government and Politics (United States).,11-9199,"Managers, All Other"
45.1002,American Government and Politics (United States).,19-3094,Political Scientists
